Ticker,Security Name,Sector,Industry,Price,Weight,Return,Contribution
ADI,Analog Devices Inc.,Information Technology,Semiconductors and Semiconductor Equipment,170.66,1.02%,5.98%,7.34
REGN,Regeneron Pharmaceuticals Inc.,Health Care,Biotechnology,796.70,0.95%,8.48%,9.45
COP,ConocoPhillips,Energy,Oil Gas and Consumable Fuels,115.36,0.92%,-9.82%,-12.78
PG,The Procter & Gamble Company,Consumer Staples,Household Products,152.46,0.90%,10.90%,11.26
SBAC,SBA Communications Corporation,Real Estate,Specialized REITs,218.92,0.89%,-25.53%,-38.93
WMT,Walmart Inc.,Consumer Staples,Consumer Staples Distribution and Retail,167.68,0.88%,19.40%,18.29
ODFL,Old Dominion Freight Line Inc.,Industrials,Ground Transportation,391.01,0.88%,25.03%,22.48
EQIX,Equinix Inc.,Real Estate,Specialized REITs,762.54,0.88%,18.31%,17.33
CTSH,Cognizant Technology Solutions Corporation,Information Technology,IT Services,65.68,0.87%,14.44%,13.90
PLD,Prologis Inc.,Real Estate,Industrial REITs,102.48,0.85%,-9.24%,-11.04
HSY,The Hershey Company,Consumer Staples,Food Products,194.70,0.81%,-9.40%,-10.69
OTIS,Otis Worldwide Corporation,Industrials,Machinery,81.78,0.76%,7.32%,6.61
NEE,NextEra Energy Inc.,Utilities,Electric Utilities,54.50,0.75%,-32.94%,-46.96
SO,The Southern Company,Utilities,Electric Utilities,67.34,0.73%,7.75%,6.68
DOV,Dover Corporation,Industrials,Machinery,131.47,0.71%,-5.38%,-5.18
XOM,Exxon Mobil Corporation,Energy,Oil Gas and Consumable Fuels,104.84,0.71%,-4.09%,-3.85
BRKB,Berkshire Hathaway Inc.,Financials,Financial Services,350.01,0.71%,13.01%,10.37
KMB,Kimberly-Clark Corporation,Consumer Staples,Household Products,121.22,0.71%,-1.38%,-1.26
EOG,EOG Resources Inc.,Energy,Oil Gas and Consumable Fuels,123.06,0.70%,-12.32%,-12.49
DE,Deere & Company,Industrials,Machinery,369.76,0.69%,-7.79%,-7.41
FLT,FLEETCOR Technologies Inc.,Financials,Financial Services,229.14,0.68%,14.68%,11.03
CHD,Church & Dwight Co. Inc.,Consumer Staples,Household Products,90.93,0.68%,24.01%,16.64
SPGI,S&P Global Inc.,Financials,Capital Markets,394.81,0.66%,11.94%,9.00
NOW,ServiceNow Inc.,Information Technology,Software,638.41,0.63%,55.74%,28.77
NSC,Norfolk Southern Corporation,Industrials,Ground Transportation,199.07,0.63%,-18.64%,-18.28
TMO,Thermo Fisher Scientific Inc.,Health Care,Life Sciences Tools and Services,445.15,0.62%,-17.15%,-16.42
ASML,ASML Holding N.V.,Information Technology,Semiconductors and Semiconductor Equipment,654.60,0.61%,14.52%,9.77
CSX,CSX Corporation,Industrials,Ground Transportation,30.45,0.60%,-3.33%,-2.65
BKNG,Booking Holdings Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,3119.21,0.60%,54.74%,26.94
AZO,AutoZone Inc.,Consumer Discretionary,Specialty Retail,2707.12,0.60%,12.38%,8.36
JKHY,Jack Henry & Associates Inc.,Financials,Financial Services,150.32,0.59%,-12.75%,-10.94
RTX,RTX Corporation,Industrials,Aerospace and Defense,82.03,0.59%,-10.24%,-8.55
ICE,Intercontinental Exchange Inc.,Financials,Capital Markets,108.66,0.54%,5.77%,3.76
HUM,Humana Inc.,Health Care,Health Care Providers and Services,497.15,0.54%,-5.26%,-3.80
MRK,Merck & Co. Inc.,Health Care,Pharmaceuticals,102.47,0.54%,7.47%,4.74
AXP,American Express Company,Financials,Consumer Finance,154.34,0.53%,1.12%,0.75
USB,U.S. Bancorp,Financials,Banks,34.00,0.53%,-20.09%,-16.94
TXT,Textron Inc.,Industrials,Aerospace and Defense,76.07,0.52%,7.44%,4.60
KEYS,Keysight Technologies Inc.,Information Technology,Electronic Equipment Instruments and Components,123.32,0.51%,-28.38%,-25.71
CDNS,Cadence Design Systems Inc.,Information Technology,Software,263.94,0.51%,58.14%,23.70
ELV,Elevance Health Inc.,Health Care,Health Care Providers and Services,461.39,0.50%,-4.95%,-3.33
SNPS,Synopsys Inc.,Information Technology,Software,522.88,0.48%,57.78%,22.32
CB,Chubb Limited,Financials,Insurance,222.00,0.44%,9.47%,4.87
BSX,Boston Scientific Corporation,Health Care,Health Care Equipment and Supplies,53.71,0.44%,26.32%,11.63
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,147.63,0.43%,-10.27%,-6.26
AEE,Ameren Corporation,Utilities,Multi-Utilities,74.78,0.42%,-7.52%,-4.37
DHR,Danaher Corporation,Health Care,Life Sciences Tools and Services,195.98,0.42%,-18.05%,-11.76
CMS,CMS Energy Corporation,Utilities,Multi-Utilities,55.31,0.41%,-2.13%,-1.13
FDX,FedEx Corporation,Industrials,Air Freight and Logistics,245.39,0.40%,42.96%,15.23
CVX,Chevron Corporation,Energy,Oil Gas and Consumable Fuels,144.00,0.37%,-19.96%,-11.81
DOW,Dow Inc.,Materials,Chemicals,49.24,0.32%,-2.30%,-0.95
MNST,Monster Beverage Corporation,Consumer Staples,Beverages,55.54,0.32%,13.21%,4.72
LYB,LyondellBasell Industries N.V.,Materials,Chemicals,93.76,0.31%,11.00%,3.92
UNP,Union Pacific Corporation,Industrials,Ground Transportation,209.40,0.31%,-1.24%,-0.49
BDX,Becton Dickinson and Company,Health Care,Health Care Equipment and Supplies,235.86,0.31%,5.12%,1.89
GD,General Dynamics Corporation,Industrials,Aerospace and Defense,246.65,0.30%,3.84%,1.40
CHTR,Charter Communications Inc.,Communication Services,Media,406.41,0.28%,3.05%,1.07
PCG,PG&E Corporation,Utilities,Electric Utilities,16.57,0.28%,12.26%,3.95
ORLY,O'Reilly Automotive Inc.,Consumer Discretionary,Specialty Retail,995.92,0.28%,22.11%,6.42
PM,Philip Morris International Inc.,Consumer Staples,Tobacco,90.00,0.25%,0.48%,0.15
CNC,Centene Corporation,Health Care,Health Care Providers and Services,72.14,0.23%,-12.10%,-4.04
UDR,UDR Inc.,Real Estate,Residential REITs,32.16,0.22%,-16.37%,-5.39
MSI,Motorola Solutions Inc.,Information Technology,Communications Equipment,309.64,0.20%,25.71%,5.17
MDT,Medtronic plc,Health Care,Health Care Equipment and Supplies,72.08,0.20%,-10.77%,-3.05
AAPL,Apple Inc.,Information Technology,Technology Hardware Storage and Peripherals,184.80,0.19%,24.14%,4.70
VRSN,VeriSign Inc.,Information Technology,IT Services,208.12,0.19%,8.18%,1.80
XEL,Xcel Energy Inc.,Utilities,Electric Utilities,58.27,0.18%,-10.85%,-2.85
KVUE,Kenvue Inc.,Consumer Staples,Personal Care Products,19.10,0.16%,,
BBY,Best Buy Co. Inc.,Consumer Discretionary,Specialty Retail,63.84,0.15%,-10.20%,-2.13
TJX,The TJX Companies Inc.,Consumer Discretionary,Specialty Retail,91.14,0.14%,25.25%,3.69
GL,Globe Life Inc.,Financials,Insurance,116.87,0.14%,7.37%,1.25
MO,Altria Group Inc.,Consumer Staples,Tobacco,40.00,0.14%,-1.93%,-0.34
ABT,Abbott Laboratories,Health Care,Health Care Equipment and Supplies,95.79,0.11%,-6.13%,-0.93
D,Dominion Energy Inc.,Utilities,Multi-Utilities,44.53,0.11%,-24.06%,-4.26
BIIB,Biogen Inc.,Health Care,Biotechnology,222.59,0.10%,-23.10%,-3.81
AMT,American Tower Corporation,Real Estate,Specialized REITs,183.62,0.10%,-15.00%,-2.14
ADSK,Autodesk Inc.,Information Technology,Software,210.10,0.09%,-8.17%,-0.97
NFLX,Netflix Inc.,Communication Services,Entertainment,444.62,0.08%,53.25%,3.37
GWW,W.W. Grainger Inc.,Industrials,Trading Companies and Distributors,789.66,0.06%,36.04%,2.08
VLTO,Veralto Corporation,Industrials,Commercial Services and Supplies,72.98,0.05%,,
BURL,Burlington Stores Inc.,Consumer Discretionary,Specialty Retail,125.50,0.04%,-16.91%,-1.16
ULTA,Ulta Beauty Inc.,Consumer Discretionary,Specialty Retail,390.50,,-9.24%,
MCD,McDonald's Corporation,Consumer Discretionary,Hotels Restaurants and Leisure,269.20,,1.40%,
NKE,NIKE Inc.,Consumer Discretionary,Textiles Apparel and Luxury Goods,104.20,,-0.54%,
TMUS,T-Mobile US Inc.,Communication Services,Wireless Telecommunication Services,147.21,,0.70%,
PPG,PPG Industries Inc.,Materials,Chemicals,129.28,,1.26%,
SRE,Sempra,Utilities,Multi-Utilities,70.02,,-6.50%,
STZ,Constellation Brands Inc.,Consumer Staples,Beverages,240.85,,-1.07%,
RJF,Raymond James Financial Inc.,Financials,Capital Markets,100.56,,-17.14%,
ADP,Automatic Data Processing Inc.,Industrials,Professional Services,226.35,,-7.23%,
SUI,Sun Communities Inc.,Real Estate,Residential REITs,113.90,,-18.91%,
BAH,Booz Allen Hamilton Holding Corporation,Industrials,Professional Services,127.34,,25.41%,
AVY,Avery Dennison Corporation,Materials,Containers and Packaging,179.67,,-0.56%,
[object Object],SPX_23,Unclassified,Unclassified,,0.93%,,
[object Object],SPX_2,Unclassified,Unclassified,,0.93%,,
[object Object],SPX_24,Unclassified,Unclassified,,0.93%,,
[object Object],SPX_25,Unclassified,Unclassified,,0.93%,,
[object Object],SPX_4,Unclassified,Unclassified,,0.92%,,
[object Object],SPX_5,Unclassified,Unclassified,,0.92%,,
[object Object],SPX_26,Unclassified,Unclassified,,0.92%,,
[object Object],SPX_22,Unclassified,Unclassified,,0.92%,,
[object Object],SPX_3,Unclassified,Unclassified,,0.91%,,
[object Object],SPX_6,Unclassified,Unclassified,,0.91%,,
[object Object],SPX_27,Unclassified,Unclassified,,0.89%,,
[object Object],SPX_28,Unclassified,Unclassified,,0.87%,,
[object Object],SPX_1,Unclassified,Unclassified,,0.83%,,
[object Object],SPX_29,Unclassified,Unclassified,,0.83%,,
[object Object],SPX_30,Unclassified,Unclassified,,0.77%,,
[object Object],JPMORGAN US GOVT MMKT FUND IM SHARES  RESTRICTED ,Unclassified,Unclassified,,0.71%,,
[object Object],COLLATERAL USD,Unclassified,Unclassified,,0.00%,,
[object Object],SPX_4,Unclassified,Unclassified,,,,
[object Object],SPX_22,Unclassified,Unclassified,,,,
[object Object],SPX_16,Unclassified,Unclassified,,,,
[object Object],UNITS,Unclassified,Unclassified,,,,
[object Object],USD FUTURES INCOME,Unclassified,Unclassified,,,,
[object Object],SECURITY LENDING INCOME TRANSFER,Unclassified,Unclassified,,,,
[object Object],S&P500 EMINI FUT EQUITY INDEX 15/DEC/2023 ESZ3,Unclassified,Unclassified,,,,
[object Object],S&P500 EMINI FUT EQUITY INDEX 15/SEP/2023 ESU3,Unclassified,Unclassified,,,,
[object Object],SPX_30,Unclassified,Unclassified,,,,
[object Object],SPX_23,Unclassified,Unclassified,,,,
[object Object],SPX_26,Unclassified,Unclassified,,,,
[object Object],SPX_25,Unclassified,Unclassified,,,,
[object Object],SPX_24,Unclassified,Unclassified,,,,
[object Object],SPX_2,Unclassified,Unclassified,,,,
[object Object],SPX_1,Unclassified,Unclassified,,,,
[object Object],SPX_3,Unclassified,Unclassified,,,,
[object Object],SPX_21,Unclassified,Unclassified,,,,
[object Object],SPX_20,Unclassified,Unclassified,,,,
[object Object],SPX_19,Unclassified,Unclassified,,,,
[object Object],SPX_18,Unclassified,Unclassified,,,,
[object Object],SPX_17,Unclassified,Unclassified,,,,
[object Object],SPX_15,Unclassified,Unclassified,,,,
[object Object],SPX_14,Unclassified,Unclassified,,,,
[object Object],SPX_13,Unclassified,Unclassified,,,,
[object Object],SPX_12,Unclassified,Unclassified,,,,
[object Object],SPX_11,Unclassified,Unclassified,,,,
[object Object],SPX_10,Unclassified,Unclassified,,,,
[object Object],SPX_6,Unclassified,Unclassified,,,,
[object Object],SPX_4,Unclassified,Unclassified,,,,
[object Object],SPX_9,Unclassified,Unclassified,,,,
BACR 48.3 06/26/23,BARCLAYS BANK PLC MEDIUM TERM NOTE FIXED 48.3%,Unclassified,Unclassified,,,,
[object Object],SPX_7,Unclassified,Unclassified,,,,
[object Object],SPX_6,Unclassified,Unclassified,,,,
[object Object],SPX_5,Unclassified,Unclassified,,,,
[object Object],SPX_3,Unclassified,Unclassified,,,,
[object Object],SPX_2,Unclassified,Unclassified,,,,
[object Object],SPX_1,Unclassified,Unclassified,,,,
[object Object],SPX_29,Unclassified,Unclassified,,,,
[object Object],SPX_28,Unclassified,Unclassified,,,,
[object Object],SPX_27,Unclassified,Unclassified,,,,
[object Object],SPX_8,Unclassified,Unclassified,,,,
[object Object],SPX_26,Unclassified,Unclassified,,,,
[object Object],SPX_25,Unclassified,Unclassified,,,,
[object Object],SPX_24,Unclassified,Unclassified,,,,
[object Object],SPX_23,Unclassified,Unclassified,,,,
[object Object],SPX_21,Unclassified,Unclassified,,,,
[object Object],SPX_20,Unclassified,Unclassified,,,,
[object Object],SPX_19,Unclassified,Unclassified,,,,
[object Object],SPX_18,Unclassified,Unclassified,,,,
[object Object],SPX_17,Unclassified,Unclassified,,,,
[object Object],SPX_16,Unclassified,Unclassified,,,,
[object Object],SPX_15,Unclassified,Unclassified,,,,
[object Object],JPMORGAN PRIME MONEYMARKET FUND  IM SHARE  FUND,Unclassified,Unclassified,,,,
[object Object],SPX_14,Unclassified,Unclassified,,,,
[object Object],SPX_13,Unclassified,Unclassified,,,,
[object Object],SPX_12,Unclassified,Unclassified,,,,
[object Object],SPX_11,Unclassified,Unclassified,,,,
[object Object],SPX_10,Unclassified,Unclassified,,,,
[object Object],SPX_9,Unclassified,Unclassified,,,,
[object Object],SPX_8,Unclassified,Unclassified,,,,
[object Object],SPX_7,Unclassified,Unclassified,,,,
[object Object],SPX_28,Unclassified,Unclassified,,,,
[object Object],SPX_30,Unclassified,Unclassified,,,,
[object Object],SPX_29,Unclassified,Unclassified,,,,
[object Object],U.S. DOLLAR FOR FUTURES,Unclassified,Unclassified,,,,
[object Object],U.S. DOLLAR,Unclassified,Unclassified,,,,
[object Object],COLLATERAL USD,Unclassified,Unclassified,,,,
[object Object],US SDOLLAR CALL A/C,Unclassified,Unclassified,,,,
[object Object],SPX_27,Unclassified,Unclassified,,,,
[object Object],SPX_5,Unclassified,Unclassified,,,,
[object Object],U.S. DOLLAR FOR FUTURES,Unclassified,Unclassified,,0.00%,,
[object Object],CASH,Unclassified,Unclassified,,0.00%,,
