Ticker,Security Name,Sector,Industry,Price,Weight,Return,Contribution
SAN,Sanofi,Health Care,Pharmaceuticals,85.29,0.67%,7.33%,5.12
BP,BP p.l.c.,Energy,Oil Gas and Consumable Fuels,4.85,0.67%,5.99%,4.23
ALV,Allianz SE,Financials,Insurance,221.40,0.63%,16.34%,9.94
AI,L'Air Liquide S.A.,Materials,Chemicals,167.66,0.62%,26.40%,14.40
SU,Schneider Electric S.E.,Industrials,Electrical Equipment,160.74,0.61%,15.50%,9.22
AIR,Airbus SE,Industrials,Aerospace and Defense,130.24,0.56%,16.90%,9.04
DTE,Deutsche Telekom AG,Communication Services,Diversified Telecommunication Services,21.64,0.53%,18.36%,9.16
6861,Keyence Corporation,Information Technology,Electronic Equipment Instruments and Components,59490.00,0.52%,-0.91%,-0.53
DGE,Diageo plc,Consumer Staples,Beverages,28.89,0.51%,-18.25%,-12.87
CSL,CSL Limited,Health Care,Biotechnology,252.00,0.51%,-10.91%,-7.03
UBSG,UBS Group AG,Financials,Capital Markets,21.87,0.49%,28.67%,12.30
RIO,Rio Tinto Group,Materials,Metals and Mining,53.00,0.48%,4.23%,2.17
8035,Tokyo Electron Limited,Information Technology,Semiconductors and Semiconductor Equipment,22575.00,0.47%,52.82%,18.25
GSK,GSK plc,Health Care,Pharmaceuticals,14.07,0.46%,10.59%,4.97
REL,RELX PLC,Industrials,Professional Services,29.59,0.46%,35.23%,13.50
ZURN,Zurich Insurance Group AG,Financials,Insurance,434.40,0.46%,8.17%,3.90
8058,Mitsubishi Corporation,Industrials,Trading Companies and Distributors,7148.00,0.45%,72.41%,21.31
BATS,British American Tobacco p.l.c.,Consumer Staples,Tobacco,25.43,0.45%,-13.52%,-7.83
RMS,Herms International Socit en commandite par actions,Consumer Discretionary,Textiles Apparel and Luxury Goods,1858.00,0.44%,27.42%,10.64
IBE,Iberdrola S.A.,Utilities,Electric Utilities,10.71,0.43%,7.25%,3.28
4063,Shin-Etsu Chemical Co. Ltd.,Materials,Chemicals,4817.00,0.43%,42.49%,14.38
BNP,BNP Paribas SA,Financials,Banks,55.79,0.43%,15.30%,6.36
SAN,Banco Santander S.A.,Financials,Banks,3.65,0.41%,49.30%,15.31
CFR,Compagnie Financire Richemont SA,Consumer Discretionary,Textiles Apparel and Luxury Goods,104.60,0.41%,-8.87%,-4.47
ABI,Anheuser-Busch InBev SA/NV,Consumer Staples,Beverages,55.92,0.41%,5.71%,2.48
8316,Sumitomo Mitsui Financial Group Inc.,Financials,Banks,7068.00,0.41%,71.58%,19.12
6501,Hitachi Ltd.,Industrials,Industrial Conglomerates,10055.00,0.41%,42.62%,13.60
GLEN,Glencore plc,Materials,Metals and Mining,4.30,0.39%,-5.81%,-2.69
0NQM,Vinci SA,Industrials,Construction and Engineering,107.12,0.38%,17.90%,6.50
ABBN,ABB Ltd,Industrials,Electrical Equipment,32.53,0.38%,12.78%,4.84
8031,Mitsui & Co. Ltd.,Industrials,Trading Companies and Distributors,5625.00,0.38%,52.31%,14.65
NAB,National Australia Bank Limited,Financials,Banks,28.90,0.38%,0.71%,0.30
8001,ITOCHU Corporation,Industrials,Trading Companies and Distributors,5900.00,0.37%,44.58%,12.94
SAF,Safran SA,Industrials,Aerospace and Defense,155.10,0.37%,41.35%,12.25
MUV2,Mnchener Rckversicherungs-Gesellschaft Aktiengesellschaft in Mnchen,Financials,Insurance,374.00,0.36%,35.60%,10.51
EL,EssilorLuxottica Socit anonyme,Health Care,Health Care Equipment and Supplies,176.76,0.35%,5.28%,1.98
7974,Nintendo Co. Ltd.,Communication Services,Entertainment,7014.00,0.35%,28.59%,8.74
6098,Recruit Holdings Co. Ltd.,Industrials,Professional Services,4500.00,0.35%,-7.66%,-3.23
7267,Honda Motor Co. Ltd.,Consumer Discretionary,Automobiles,1563.50,0.35%,46.69%,12.35
4568,Daiichi Sankyo Company Limited,Health Care,Pharmaceuticals,4090.00,0.34%,-6.57%,-2.71
CS,AXA SA,Financials,Insurance,28.05,0.34%,12.09%,4.11
ENEL,Enel SpA,Utilities,Electric Utilities,6.18,0.33%,31.14%,8.89
BBVA,Banco Bilbao Vizcaya Argentaria S.A.,Financials,Banks,8.00,0.33%,59.81%,13.98
RKT,Reckitt Benckiser Group plc,Consumer Staples,Household Products,55.30,0.33%,2.66%,0.95
ANZ,ANZ Group Holdings Limited,Financials,Banks,24.70,0.32%,5.25%,1.80
MBG,Mercedes-Benz Group AG,Consumer Discretionary,Automobiles,56.60,0.32%,-5.66%,-2.15
9983,Fast Retailing Co. Ltd.,Consumer Discretionary,Specialty Retail,35490.00,0.31%,28.82%,7.82
INGA,ING Groep N.V.,Financials,Banks,12.28,0.31%,18.44%,5.44
WBC,Westpac Banking Corporation,Financials,Banks,20.80,0.31%,-4.21%,-1.52
UCG,UniCredit S.p.A.,Financials,Banks,24.64,0.31%,102.79%,17.31
PRX,Prosus N.V.,Consumer Discretionary,Broadline Retail,28.88,0.30%,14.54%,4.31
8766,Tokio Marine Holdings Inc.,Financials,Insurance,3488.00,0.30%,29.77%,7.72
CPG,Compass Group PLC,Consumer Discretionary,Hotels Restaurants and Leisure,21.00,0.30%,19.60%,5.50
6367,Daikin IndustriesLtd.,Industrials,Building Products,23165.00,0.30%,0.59%,0.20
D05,DBS Group Holdings Ltd,Financials,Banks,33.17,0.30%,0.76%,0.25
9433,KDDI Corporation,Communication Services,Wireless Telecommunication Services,4640.00,0.29%,15.16%,4.32
NG,National Grid plc,Utilities,Multi-Utilities,9.80,0.29%,3.52%,1.12
ISP,Intesa Sanpaolo S.p.A.,Financials,Banks,2.60,0.29%,29.43%,7.44
4502,Takeda Pharmaceutical Company Limited,Health Care,Pharmaceuticals,4131.00,0.29%,13.51%,3.82
LSEG,London Stock Exchange Group plc,Financials,Capital Markets,84.48,0.29%,4.22%,1.29
388,Hong Kong Exchanges and Clearing Limited,Financials,Capital Markets,285.60,0.29%,3.02%,0.94
STLAM,Stellantis N.V.,Consumer Discretionary,Automobiles,18.31,0.28%,40.53%,9.11
RACE,Ferrari N.V.,Consumer Discretionary,Automobiles,321.00,0.28%,54.11%,11.02
BAYN,Bayer Aktiengesellschaft,Health Care,Pharmaceuticals,40.25,0.28%,-16.45%,-6.15
BAS,BASF SE,Materials,Chemicals,44.09,0.28%,-6.38%,-2.11
ITX,Industria de Diseo Textil S.A.,Consumer Discretionary,Specialty Retail,34.40,0.27%,46.53%,9.69
IFX,Infineon Technologies AG,Information Technology,Semiconductors and Semiconductor Equipment,29.63,0.27%,2.26%,0.67
BA,BAE Systems plc,Industrials,Aerospace and Defense,11.08,0.27%,59.46%,11.35
8411,Mizuho Financial Group Inc.,Financials,Banks,2479.00,0.27%,61.62%,11.55
9984,SoftBank Group Corp.,Communication Services,Wireless Telecommunication Services,5762.00,0.26%,-4.31%,-1.34
DHL,Deutsche Post AG,Industrials,Air Freight and Logistics,39.25,0.26%,3.95%,1.11
4661,Oriental Land Co. Ltd.,Consumer Discretionary,Hotels Restaurants and Leisure,5089.00,0.26%,31.60%,6.96
WDS,Woodside Energy Group Ltd,Energy,Oil Gas and Consumable Fuels,31.81,0.26%,-10.73%,-3.44
BN,Danone S.A.,Consumer Staples,Food Products,58.03,0.26%,21.66%,5.09
NDAFI,Nordea Bank Abp,Financials,Banks,10.17,0.25%,11.95%,3.04
SIKA,Sika AG,Materials,Chemicals,227.40,0.25%,-13.23%,-4.34
ENI,Eni S.p.A.,Energy,Oil Gas and Consumable Fuels,15.23,0.25%,13.98%,3.49
WES,Wesfarmers Limited,Consumer Discretionary,Broadline Retail,52.86,0.25%,17.13%,4.15
MQG,Macquarie Group Limited,Financials,Capital Markets,158.53,0.25%,-7.04%,-2.09
O39,Oversea-Chinese Banking Corporation Limited,Financials,Banks,12.97,0.24%,12.60%,3.07
6981,Murata Manufacturing Co. Ltd.,Information Technology,Electronic Equipment Instruments and Components,2911.00,0.24%,14.89%,3.51
0XXT,Atlas Copco AB,Industrials,Machinery,151.99,0.24%,15.03%,3.49
ALC,Alcon Inc.,Health Care,Health Care Equipment and Supplies,72.05,0.24%,9.24%,2.26
7741,HOYA Corporation,Health Care,Health Care Equipment and Supplies,15410.00,0.24%,3.17%,0.82
HOLN,Holcim Ltd,Materials,Construction Materials,60.88,0.23%,29.95%,6.05
RI,Pernod Ricard SA,Consumer Staples,Beverages,164.40,0.23%,-9.96%,-2.87
INVEB,Investor AB (publ),Financials,Financial Services,206.40,0.23%,9.06%,2.13
LLOY,Lloyds Banking Group plc,Financials,Banks,0.42,0.23%,1.93%,0.48
0NMU,Wolters Kluwer N.V.,Industrials,Professional Services,123.58,0.22%,27.02%,5.35
9432,Nippon Telegraph and Telephone Corporation,Communication Services,Diversified Telecommunication Services,174.10,0.22%,18.50%,3.92
DB1,Deutsche Brse AG,Financials,Capital Markets,166.70,0.22%,5.01%,1.19
AAL,Anglo American plc,Materials,Metals and Mining,20.32,0.22%,-36.57%,-14.14
9434,SoftBank Corp.,Communication Services,Wireless Telecommunication Services,1763.00,0.22%,26.36%,5.07
EQNR,Equinor ASA,Energy,Oil Gas and Consumable Fuels,370.00,0.22%,18.46%,3.76
VOLVB,AB Volvo (publ),Industrials,Machinery,222.40,0.21%,23.72%,4.58
SREN,Swiss Re AG,Financials,Insurance,99.20,0.21%,31.71%,5.58
6902,DENSO Corporation,Consumer Discretionary,Automobile Components,2339.00,0.21%,26.83%,4.90
ADYEN,Adyen N.V.,Financials,Financial Services,988.50,0.21%,-38.30%,-14.28
U11,United Overseas Bank Limited,Financials,Banks,27.40,0.20%,-1.87%,-0.43
6273,SMC Corporation,Industrials,Machinery,76070.00,0.20%,13.47%,2.71
ADS,adidas AG,Consumer Discretionary,Textiles Apparel and Luxury Goods,170.08,0.20%,25.92%,4.63
EXPN,Experian plc,Industrials,Professional Services,26.41,0.20%,-6.49%,-1.55
PRU,Prudential plc,Financials,Insurance,8.98,0.20%,-8.82%,-2.14
3382,Seven & i Holdings Co. Ltd.,Consumer Staples,Consumer Staples Distribution and Retail,5659.00,0.20%,6.43%,1.34
SGO,Compagnie de Saint-Gobain S.A.,Industrials,Building Products,54.47,0.20%,24.63%,4.37
KER,Kering SA,Consumer Discretionary,Textiles Apparel and Luxury Goods,393.75,0.19%,-25.77%,-7.54
AMS,Amadeus IT Group S.A.,Consumer Discretionary,Hotels Restaurants and Leisure,60.56,0.19%,14.70%,2.76
DSY,Dassault Systmes SE,Information Technology,Software,40.69,0.19%,9.35%,1.84
CAP,Capgemini SE,Information Technology,IT Services,172.45,0.19%,-3.20%,-0.70
ENGI,Engie SA,Utilities,Multi-Utilities,15.32,0.19%,20.47%,3.60
RIO,Rio Tinto Group,Materials,Metals and Mining,120.13,0.19%,19.13%,3.36
BMW,Bayerische Motoren Werke Aktiengesellschaft,Consumer Discretionary,Automobiles,92.10,0.19%,18.63%,3.29
GIVN,Givaudan SA,Materials,Chemicals,3183.00,0.19%,-1.63%,-0.34
AD,Koninklijke Ahold Delhaize N.V.,Consumer Staples,Consumer Staples Distribution and Retail,27.00,0.18%,2.26%,0.45
LONN,Lonza Group AG,Health Care,Life Sciences Tools and Services,335.60,0.18%,-35.39%,-11.24
6503,Mitsubishi Electric Corporation,Industrials,Electrical Equipment,1956.50,0.18%,49.01%,6.72
DSV,DSV A/S,Industrials,Air Freight and Logistics,1066.00,0.18%,-3.81%,-0.81
WOW,Woolworths Group Limited,Consumer Staples,Consumer Staples Distribution and Retail,35.56,0.18%,8.15%,1.53
EOAN,E.ON SE,Utilities,Multi-Utilities,11.31,0.18%,35.23%,5.29
AHT,Ashtead Group plc,Industrials,Trading Companies and Distributors,49.79,0.18%,-0.75%,-0.15
STMMI,STMicroelectronics N.V.,Information Technology,Semiconductors and Semiconductor Equipment,38.67,0.18%,8.41%,1.56
2914,Japan Tobacco Inc.,Consumer Staples,Tobacco,3742.00,0.18%,46.36%,6.33
8002,Marubeni Corporation,Industrials,Trading Companies and Distributors,2357.00,0.18%,70.31%,8.15
8053,Sumitomo Corporation,Industrials,Trading Companies and Distributors,3223.00,0.17%,56.84%,7.10
FLTR,Flutter Entertainment plc,Consumer Discretionary,Hotels Restaurants and Leisure,124.15,0.17%,6.38%,1.17
RWE,RWE Aktiengesellschaft,Utilities,Independent Power and Renewable Electricity Producers,36.31,0.17%,-6.73%,-1.40
PGHN,Partners Group Holding AG,Financials,Capital Markets,1055.00,0.17%,5.25%,0.95
FMG,Fortescue Metals Group Limited,Materials,Metals and Mining,23.69,0.17%,31.86%,4.57
7751,Canon Inc.,Information Technology,Technology Hardware Storage and Peripherals,3729.00,0.16%,23.91%,3.53
TCL,Transurban Group,Industrials,Transportation Infrastructure,12.57,0.16%,-3.05%,-0.57
GMG,Goodman Group,Real Estate,Industrial REITs,22.71,0.16%,27.02%,3.87
BARC,Barclays PLC,Financials,Banks,1.37,0.16%,-9.36%,-1.87
6954,Fanuc Corporation,Industrials,Machinery,3829.00,0.16%,-5.23%,-0.99
VWS,Vestas Wind Systems A/S,Industrials,Electrical Equipment,168.00,0.16%,-8.05%,-1.57
TSCO,Tesco PLC,Consumer Staples,Consumer Staples Distribution and Retail,2.81,0.16%,28.33%,3.95
III,3i Group plc,Financials,Capital Markets,20.38,0.16%,62.29%,6.85
RR,Rolls-Royce Holdings plc,Industrials,Aerospace and Defense,2.40,0.16%,168.95%,11.12
LR,Legrand SA,Industrials,Electrical Equipment,83.48,0.16%,6.52%,1.08
6301,Komatsu Ltd.,Industrials,Machinery,3670.00,0.16%,25.29%,3.51
4901,FUJIFILM Holdings Corporation,Information Technology,Technology Hardware Storage and Peripherals,8470.00,0.15%,15.89%,2.37
9022,Central Japan Railway Company,Industrials,Ground Transportation,3461.00,0.15%,7.79%,1.25
ARGX,argenx SE,Health Care,Biotechnology,460.10,0.01%,33.17%,0.38
DBK,Deutsche Bank Aktiengesellschaft,Financials,Capital Markets,10.61,0.15%,7.11%,1.13
HEIA,Heineken N.V.,Consumer Staples,Beverages,85.28,0.15%,1.26%,0.21
TEF,Telefnica S.A.,Communication Services,Diversified Telecommunication Services,3.75,0.15%,12.01%,1.81
6702,Fujitsu Limited,Information Technology,IT Services,19455.00,0.15%,9.85%,1.50
6752,Panasonic Holdings Corporation,Consumer Discretionary,Household Durables,1392.00,0.15%,17.27%,2.46
G,Assicurazioni Generali S.p.A.,Financials,Insurance,19.39,0.15%,22.48%,3.07
6857,Advantest Corporation,Information Technology,Semiconductors and Semiconductor Equipment,4306.00,0.15%,95.67%,8.13
2269,WuXi Biologics (Cayman) Inc.,Health Care,Life Sciences Tools and Services,48.80,0.15%,-4.22%,-0.73
SSE,SSE plc,Utilities,Electric Utilities,16.77,0.15%,8.89%,1.35
5108,Bridgestone Corporation,Consumer Discretionary,Automobile Components,5816.00,0.15%,12.45%,1.84
0R87,ASSA ABLOY AB (publ),Industrials,Building Products,244.84,0.15%,4.24%,0.67
ML,Compagnie Gnrale des tablissements Michelin Socit en commandite par actions,Consumer Discretionary,Automobile Components,28.69,0.14%,12.45%,1.78
ASM,ASM International NV,Information Technology,Semiconductors and Semiconductor Equipment,440.45,0.14%,74.74%,6.85
0OQV,Orange S.A.,Communication Services,Diversified Telecommunication Services,11.09,0.14%,22.91%,2.98
4503,Astellas Pharma Inc.,Health Care,Pharmaceuticals,1760.50,0.14%,-11.23%,-1.99
VOD,Vodafone Group Public Limited Company,Communication Services,Wireless Telecommunication Services,0.77,0.14%,-18.09%,-3.48
6723,Renesas Electronics Corporation,Information Technology,Semiconductors and Semiconductor Equipment,2214.00,0.14%,62.38%,6.04
7269,Suzuki Motor Corporation,Consumer Discretionary,Automobiles,6479.00,0.14%,30.98%,3.67
8801,Mitsui Fudosan Co. Ltd.,Real Estate,Real Estate Management and Development,3323.00,0.14%,28.47%,3.42
8591,ORIX Corporation,Financials,Financial Services,2670.00,0.14%,30.62%,3.61
4543,Terumo Corporation,Health Care,Health Care Equipment and Supplies,4224.00,0.14%,4.83%,0.71
MRK,Merck KGaA,Health Care,Pharmaceuticals,150.70,0.14%,-12.88%,-2.26
GMAB,Genmab A/S,Health Care,Biotechnology,2258.00,0.14%,-24.63%,-4.98
5401,Nippon Steel Corporation,Materials,Metals and Mining,3274.00,0.14%,60.28%,5.68
VOW3,Volkswagen AG,Consumer Discretionary,Automobiles,105.06,0.13%,-8.06%,-1.32
VNA,Vonovia SE,Real Estate,Real Estate Management and Development,23.26,0.13%,-3.29%,-0.51
4578,Otsuka Holdings Co. Ltd.,Health Care,Pharmaceuticals,5528.00,0.13%,25.04%,2.96
8750,Dai-ichi Life Holdings Inc.,Financials,Insurance,3077.00,0.13%,33.99%,3.75
6594,Nidec Corporation,Industrials,Electrical Equipment,5638.00,0.13%,-35.72%,-8.13
4519,Chugai Pharmaceutical Co. Ltd.,Health Care,Pharmaceuticals,4720.00,0.13%,37.46%,3.99
2802,Ajinomoto Co. Inc.,Consumer Staples,Food Products,5736.00,0.13%,40.87%,4.22
IMB,Imperial Brands PLC,Consumer Staples,Tobacco,23.20,0.13%,7.18%,0.97
9020,East Japan Railway Company,Industrials,Ground Transportation,7849.00,0.13%,3.31%,0.46
SAND,Sandvik AB (publ),Industrials,Machinery,194.80,0.13%,1.77%,0.25
SAMPO,Sampo Oyj,Financials,Insurance,38.90,0.13%,-2.11%,-0.31
UMG,Universal Music Group N.V.,Communication Services,Entertainment,23.45,0.13%,9.83%,1.27
CLNX,Cellnex Telecom S.A.,Communication Services,Diversified Telecommunication Services,30.98,0.13%,-15.57%,-2.61
HLN,Haleon plc,Consumer Staples,Personal Care Products,3.23,0.13%,17.91%,2.15
1925,Daiwa House Industry Co. Ltd.,Real Estate,Real Estate Management and Development,4241.00,0.13%,41.13%,4.10
SEBA,Skandinaviska Enskilda Banken AB (publ),Financials,Banks,124.00,0.13%,11.26%,1.42
2502,Asahi Group Holdings Ltd.,Consumer Staples,Beverages,5870.00,0.13%,39.85%,4.00
ATCOB,Atlas Copco AB,Industrials,Machinery,131.90,0.13%,11.90%,1.49
REP,Repsol S.A.,Energy,Oil Gas and Consumable Fuels,13.82,0.12%,4.52%,0.60
7011,Mitsubishi Heavy Industries Ltd.,Industrials,Machinery,8208.00,0.12%,68.97%,5.61
0EYG,KBC Group NV,Financials,Banks,51.03,0.12%,4.46%,0.59
0NV5,UPM-Kymmene Oyj,Materials,Paper and Forest Products,32.17,0.12%,-1.08%,-0.15
NOKIA,Nokia Oyj,Information Technology,Communications Equipment,3.26,0.12%,-26.84%,-4.99
HEXAB,Hexagon AB (publ),Information Technology,Electronic Equipment Instruments and Components,95.16,0.12%,-23.50%,-4.17
PHIA,Koninklijke Philips N.V.,Health Care,Health Care Equipment and Supplies,18.69,0.12%,35.36%,3.53
6971,Kyocera Corporation,Information Technology,Electronic Equipment Instruments and Components,7904.00,0.12%,20.02%,2.25
KNEBV,KONE Oyj,Industrials,Machinery,41.50,0.12%,-12.44%,-1.90
SLHN,Swiss Life Holding AG,Financials,Insurance,557.40,0.12%,18.46%,2.08
8267,Aeon Co. Ltd.,Consumer Staples,Consumer Staples Distribution and Retail,3132.00,0.12%,18.12%,2.04
PUB,Publicis Groupe S.A.,Communication Services,Media,69.78,0.12%,15.13%,1.71
VIE,Veolia Environnement SA,Utilities,Multi-Utilities,26.82,0.12%,18.38%,2.02
STAN,Standard Chartered PLC,Financials,Banks,6.28,0.12%,13.50%,1.55
EVO,Evolution AB (publ),Consumer Discretionary,Hotels Restaurants and Leisure,1034.40,0.12%,1.74%,0.22
4452,Kao Corporation,Consumer Staples,Personal Care Products,5636.00,0.12%,6.25%,0.76
6146,Disco Corporation,Information Technology,Semiconductors and Semiconductor Equipment,29605.00,0.12%,120.30%,7.06
8802,Mitsubishi Estate Co. Ltd.,Real Estate,Real Estate Management and Development,1990.00,0.11%,6.28%,0.76
7733,Olympus Corporation,Health Care,Health Care Equipment and Supplies,2078.00,0.11%,-24.13%,-4.04
6178,Japan Post Holdings Co. Ltd.,Financials,Insurance,1305.00,0.11%,39.64%,3.61
GEBN,Geberit AG,Industrials,Building Products,453.00,0.11%,-5.25%,-0.70
CABK,CaixaBank S.A.,Financials,Banks,3.93,0.11%,32.80%,3.05
ALL,Aristocrat Leisure Limited,Consumer Discretionary,Hotels Restaurants and Leisure,40.26,0.11%,8.83%,1.00
8725,MS&AD Insurance Group Holdings Inc.,Financials,Insurance,5666.00,0.11%,48.82%,3.99
LGEN,Legal & General Group Plc,Financials,Insurance,2.25,0.11%,-1.86%,-0.23
DANSKE,Danske Bank A/S,Financials,Banks,166.95,0.11%,45.34%,3.73
DNBH,DNB ASA,Financials,Banks,186.45,0.11%,,
GLE,Socit Gnrale Socit anonyme,Financials,Banks,21.66,0.11%,-2.47%,-0.30
6762,TDK Corporation,Information Technology,Electronic Equipment Instruments and Components,6330.00,0.11%,30.72%,2.77
DTG,Daimler Truck Holding AG,Industrials,Machinery,28.24,0.10%,3.16%,0.36
6920,Lasertec Corporation,Information Technology,Semiconductors and Semiconductor Equipment,29060.00,0.10%,6.90%,0.74
FER,Ferrovial SE,Industrials,Construction and Engineering,29.18,0.10%,21.38%,2.00
4523,Eisai Co. Ltd.,Health Care,Pharmaceuticals,7927.00,0.10%,-2.40%,-0.28
SWEDA,Swedbank AB (publ),Financials,Banks,182.15,0.10%,17.15%,1.64
NESTE,Neste Oyj,Energy,Oil Gas and Consumable Fuels,33.37,0.10%,-25.66%,-3.86
8630,Sompo Holdings Inc.,Financials,Insurance,6506.00,0.10%,10.64%,1.06
STO,Santos Limited,Energy,Oil Gas and Consumable Fuels,7.10,0.10%,0.18%,0.02
16,Sun Hung Kai Properties Limited,Real Estate,Real Estate Management and Development,77.40,0.10%,-8.43%,-1.01
KNIN,Kuehne + Nagel International AG,Industrials,Marine Transportation,241.60,0.10%,6.45%,0.66
6201,Toyota Industries Corporation,Industrials,Machinery,11805.00,0.10%,57.72%,3.98
QBE,QBE Insurance Group Limited,Financials,Insurance,15.44,0.10%,31.95%,2.63
STMN,Straumann Holding AG,Health Care,Health Care Equipment and Supplies,112.15,0.10%,-3.37%,-0.38
9735,SECOM CO. LTD.,Industrials,Commercial Services and Supplies,10795.00,0.10%,36.59%,2.90
6326,Kubota Corporation,Industrials,Machinery,2060.50,0.10%,3.64%,0.37
SHL,Siemens Healthineers AG,Health Care,Health Care Equipment and Supplies,47.42,0.09%,-5.04%,-0.56
SCMN,Swisscom AG,Communication Services,Diversified Telecommunication Services,511.20,0.09%,8.76%,0.86
0O87,Telefonaktiebolaget LM Ericsson (publ),Information Technology,Communications Equipment,50.19,0.09%,-16.88%,-2.14
8113,Unicharm Corporation,Consumer Staples,Household Products,4831.00,0.09%,-2.52%,-0.27
6701,NEC Corporation,Information Technology,IT Services,7665.00,0.09%,63.30%,4.03
ACA,Crdit Agricole S.A.,Financials,Banks,11.74,0.09%,34.96%,2.69
HO,Thales S.A.,Industrials,Aerospace and Defense,141.10,0.09%,28.48%,2.29
SHBA,Svenska Handelsbanken AB (publ),Financials,Banks,96.80,0.09%,1.42%,0.14
ESSITYB,Essity AB (publ),Consumer Staples,Household Products,253.40,0.09%,8.54%,0.80
1605,Inpex Corporation,Energy,Oil Gas and Consumable Fuels,2028.00,0.09%,37.32%,2.77
RTO,Rentokil Initial plc,Industrials,Commercial Services and Supplies,4.58,0.09%,-14.44%,-1.72
8015,Toyota Tsusho Corporation,Industrials,Trading Companies and Distributors,8591.00,0.09%,72.14%,4.26
SY1,Symrise AG,Materials,Chemicals,96.44,0.09%,-11.99%,-1.38
AV,Aviva plc,Financials,Insurance,4.13,0.09%,2.11%,0.21
NWG,NatWest Group plc,Financials,Banks,1.96,0.09%,-16.26%,-1.93
7832,BANDAI NAMCO Holdings Inc.,Consumer Discretionary,Leisure Products,3026.00,0.09%,4.23%,0.40
1,CK Hutchison Holdings Limited,Industrials,Industrial Conglomerates,39.15,0.09%,-1.88%,-0.19
8309,Sumitomo Mitsui Trust Holdings Inc.,Financials,Banks,5478.00,0.09%,38.71%,2.74
EDEN,Edenred SE,Financials,Financial Services,49.70,0.09%,1.55%,0.15
EDP,EDP - Energias de Portugal S.A.,Utilities,Electric Utilities,4.16,0.09%,-1.86%,-0.18
1928,Sekisui House Ltd.,Consumer Discretionary,Household Durables,2991.00,0.09%,27.65%,2.10
4507,Shionogi & Co. Ltd.,Health Care,Pharmaceuticals,7082.00,0.09%,8.21%,0.74
COL,Coles Group Limited,Consumer Staples,Consumer Staples Distribution and Retail,15.41,0.09%,-3.67%,-0.37
HNR1,Hannover Rck SE,Financials,Insurance,205.60,0.09%,22.18%,1.75
BEI,Beiersdorf Aktiengesellschaft,Consumer Staples,Personal Care Products,123.30,0.09%,26.85%,2.03
EBS,Erste Group Bank AG,Financials,Banks,34.58,0.09%,28.76%,2.14
JHX,James Hardie Industries plc,Materials,Construction Materials,45.79,0.08%,55.75%,3.40
7182,JAPAN POST BANK Co. Ltd.,Financials,Banks,1393.00,0.08%,47.80%,3.06
8830,Sumitomo Realty & Development Co. Ltd.,Real Estate,Real Estate Management and Development,4135.00,0.08%,15.22%,1.24
SGSN,SGS SA,Industrials,Professional Services,73.80,0.08%,-18.15%,-2.08
823,Link Real Estate Investment Trust,Real Estate,Retail REITs,38.15,0.08%,-23.87%,-2.93
IHG,InterContinental Hotels Group PLC,Consumer Discretionary,Hotels Restaurants and Leisure,59.56,0.08%,27.43%,2.01
4307,Nomura Research Institute Ltd.,Information Technology,IT Services,4043.00,0.08%,22.49%,1.70
CCEP,Coca-Cola Europacific Partners PLC,Consumer Staples,Beverages,61.07,0.08%,22.22%,1.68
2801,Kikkoman Corporation,Consumer Staples,Food Products,9695.00,0.08%,26.85%,1.95
SGE,The Sage Group plc,Information Technology,Software,9.89,0.08%,33.91%,2.33
